task_id,title,description,priority,status,assigned_to,deadline,created_at,category
1341,Design Landing Page,Complete the documentation for the public API.,Medium,Open,Bob,2025-05-22,2025-04-06,Refactor
1342,Optimize Backend,Implement secure login using OAuth2 protocol.,High,Open,Eve,2025-04-20,2025-04-19,Feature
1343,Write API Docs,Write unit tests for the newly added features.,High,Open,Eve,2025-04-01,2025-03-19,Documentation
1344,Create Unit Tests,Update the navigation bar as per the new UI guidelines.,Low,In Progress,Diana,2025-03-21,2025-03-21,Bug
1345,Write API Docs,Fix alignment and spacing issues on the mobile view.,High,In Progress,Eve,2025-04-18,2025-04-13,Refactor
1346,Fix UI Glitches,Improve the performance of the backend queries.,Low,Completed,Diana,2025-05-24,2025-03-17,Refactor
1347,Write API Docs,Write unit tests for the newly added features.,Low,In Progress,Charlie,2025-05-18,2025-05-04,Bug
1348,Implement OAuth2,There is a bug preventing users from logging in with valid credentials.,Medium,Completed,Diana,2025-05-24,2025-04-17,Bug
1349,Design Landing Page,Update the schema to support new user roles and permissions.,Low,Open,Alice,2025-05-18,2025-04-05,Feature
1350,Fix Login Bug,Refactor the legacy code for better readability.,Low,In Progress,Eve,2025-05-18,2025-05-06,Improvement
1351,Fix UI Glitches,Design a responsive landing page for the new campaign.,Low,In Progress,Diana,2025-05-21,2025-05-08,Improvement
1352,Optimize Backend,Write unit tests for the newly added features.,Low,In Progress,Bob,2025-05-25,2025-04-22,Improvement
1353,Refactor Codebase,Fix alignment and spacing issues on the mobile view.,Medium,In Progress,Eve,2025-05-19,2025-03-22,Bug
1354,Design Landing Page,Refactor the legacy code for better readability.,Low,Open,Bob,2025-04-27,2025-04-03,Feature
1355,Fix UI Glitches,There is a bug preventing users from logging in with valid credentials.,Low,Open,Eve,2025-04-25,2025-04-23,Documentation
1356,Design Landing Page,Improve the performance of the backend queries.,Medium,Completed,Bob,2025-06-06,2025-05-04,Bug
1357,Optimize Backend,Update the schema to support new user roles and permissions.,High,Open,Charlie,2025-05-30,2025-03-28,Feature
1358,Design Landing Page,Update the navigation bar as per the new UI guidelines.,Low,Open,Charlie,2025-05-21,2025-03-18,Improvement
1359,Implement OAuth2,Update the navigation bar as per the new UI guidelines.,Medium,In Progress,Bob,2025-05-26,2025-04-08,Refactor
1360,Write API Docs,Write unit tests for the newly added features.,Low,In Progress,Alice,2025-05-30,2025-03-23,Improvement
1361,Fix Login Bug,Implement secure login using OAuth2 protocol.,Medium,In Progress,Diana,2025-05-04,2025-04-20,Documentation
1362,Optimize Backend,Implement secure login using OAuth2 protocol.,Low,Completed,Bob,2025-05-02,2025-04-21,Improvement
1363,Write API Docs,Update the navigation bar as per the new UI guidelines.,Medium,Completed,Alice,2025-05-04,2025-05-01,Bug
1364,Implement OAuth2,Write unit tests for the newly added features.,Low,Open,Diana,2025-05-13,2025-04-26,Improvement
1365,Optimize Backend,Fix alignment and spacing issues on the mobile view.,Low,Open,Diana,2025-05-10,2025-04-05,Feature
1366,Implement OAuth2,Write unit tests for the newly added features.,Medium,Open,Charlie,2025-04-13,2025-04-11,Refactor
1367,Update Database Schema,Implement secure login using OAuth2 protocol.,Medium,In Progress,Alice,2025-05-28,2025-04-01,Bug
1368,Write API Docs,Update the schema to support new user roles and permissions.,Medium,Open,Diana,2025-05-04,2025-05-04,Feature
1369,Implement OAuth2,Fix alignment and spacing issues on the mobile view.,Low,In Progress,Bob,2025-05-31,2025-04-10,Bug
1370,Write API Docs,Write unit tests for the newly added features.,Medium,In Progress,Eve,2025-06-05,2025-04-30,Feature
1371,Fix UI Glitches,Design a responsive landing page for the new campaign.,Low,In Progress,Charlie,2025-06-13,2025-04-19,Feature
1372,Update Database Schema,There is a bug preventing users from logging in with valid credentials.,Medium,Open,Bob,2025-04-29,2025-03-28,Documentation
1373,Implement OAuth2,Complete the documentation for the public API.,Low,Completed,Alice,2025-05-07,2025-04-14,Bug
1374,Design Landing Page,There is a bug preventing users from logging in with valid credentials.,Low,Completed,Charlie,2025-05-22,2025-05-13,Bug
1375,Refactor Codebase,Improve the performance of the backend queries.,Low,Completed,Alice,2025-06-04,2025-04-24,Documentation
1376,Update Database Schema,Write unit tests for the newly added features.,High,In Progress,Charlie,2025-06-11,2025-04-09,Feature
1377,Refactor Codebase,Update the schema to support new user roles and permissions.,Medium,Open,Charlie,2025-06-09,2025-04-05,Bug
1378,Implement OAuth2,Design a responsive landing page for the new campaign.,High,In Progress,Bob,2025-05-19,2025-03-17,Feature
1379,Write API Docs,Refactor the legacy code for better readability.,Medium,Completed,Bob,2025-05-11,2025-05-04,Bug
1380,Fix Login Bug,Write unit tests for the newly added features.,High,In Progress,Alice,2025-03-26,2025-03-17,Feature
1381,Refactor Codebase,Improve the performance of the backend queries.,High,In Progress,Charlie,2025-05-28,2025-05-04,Improvement
1382,Implement OAuth2,Write unit tests for the newly added features.,Medium,In Progress,Eve,2025-04-16,2025-03-28,Refactor
1383,Optimize Backend,Improve the performance of the backend queries.,Medium,In Progress,Charlie,2025-05-03,2025-03-28,Improvement
1384,Fix Login Bug,Complete the documentation for the public API.,Medium,Open,Alice,2025-04-18,2025-04-11,Documentation
1385,Optimize Backend,Improve the performance of the backend queries.,to,Open,Eve,2025-05-20,2025-04-07,
1386,Design Landing Page,Fix alignment and spacing issues on the mobile view.,Low,In Progress,Bob,2025-06-10,2025-05-03,Documentation
1387,Optimize Backend,Write unit tests for the newly added features.,High,Open,Diana,2025-04-07,2025-04-03,Refactor
1388,Fix Login Bug,Implement secure login using OAuth2 protocol.,Medium,Completed,Eve,2025-05-01,2025-04-01,Bug
1389,Optimize Backend,Implement secure login using OAuth2 protocol.,Low,Open,Diana,2025-05-18,2025-04-21,Documentation
1390,Implement OAuth2,Update the navigation bar as per the new UI guidelines.,Low,Completed,Charlie,2025-04-18,2025-04-04,Improvement
1391,Fix UI Glitches,Update the schema to support new user roles and permissions.,Low,Open,Eve,2025-05-17,2025-05-07,Bug
1392,Write API Docs,Write unit tests for the newly added features.,Medium,Completed,Bob,2025-06-09,2025-03-28,Bug
1393,Optimize Backend,Refactor the legacy code for better readability.,Low,In Progress,Alice,2025-06-01,2025-04-30,Bug
1394,Refactor Codebase,Refactor the legacy code for better readability.,High,Completed,Charlie,2025-06-08,2025-04-14,Feature
1395,Update Database Schema,Update the schema to support new user roles and permissions.,High,Completed,Bob,2025-06-05,2025-03-31,Feature
1396,Design Landing Page,Update the navigation bar as per the new UI guidelines.,Low,Open,Alice,2025-04-10,2025-03-21,Feature
1397,Create Unit Tests,Complete the documentation for the public API.,Medium,Completed,Charlie,2025-05-20,2025-03-30,Documentation
1398,Fix Login Bug,Improve the performance of the backend queries.,High,In Progress,Eve,2025-06-05,2025-04-16,Improvement
1399,Refactor Codebase,Fix alignment and spacing issues on the mobile view.,Low,Open,Alice,2025-04-16,2025-04-12,Bug
1400,Update Database Schema,Implement secure login using OAuth2 protocol.,High,Open,Bob,2025-05-11,2025-05-07,Feature
1401,Write API Docs,Refactor the legacy code for better readability.,High,Open,Eve,2025-04-02,2025-04-02,Documentation
1402,Design Landing Page,Complete the documentation for the public API.,Medium,Open,Eve,2025-05-27,2025-03-20,Feature
1403,Update Database Schema,Complete the documentation for the public API.,Low,Open,Bob,2025-06-02,2025-04-15,Bug
1404,Write API Docs,Improve the performance of the backend queries.,Low,Open,Bob,2025-06-01,2025-05-09,Refactor
1405,Optimize Backend,Write unit tests for the newly added features.,High,Completed,Bob,2025-04-19,2025-04-19,Refactor
1406,Update Database Schema,Update the schema to support new user roles and permissions.,Low,Open,Charlie,2025-04-14,2025-04-11,Improvement
1407,Implement OAuth2,Update the navigation bar as per the new UI guidelines.,Low,Open,Alice,2025-03-20,2025-03-20,Bug
1408,Implement OAuth2,Design a responsive landing page for the new campaign.,Medium,Completed,Alice,2025-06-02,2025-04-09,Improvement
1409,Fix Login Bug,There is a bug preventing users from logging in with valid credentials.,High,In Progress,Diana,2025-05-27,2025-05-14,Documentation
1410,Fix UI Glitches,Refactor the legacy code for better readability.,Medium,Open,Charlie,2025-06-03,2025-04-25,Documentation
1411,Write API Docs,Update the schema to support new user roles and permissions.,Low,Completed,Diana,2025-06-02,2025-04-17,Improvement
1412,Update Database Schema,Refactor the legacy code for better readability.,Low,Open,Alice,2025-04-12,2025-03-16,Feature
1413,Fix UI Glitches,Update the navigation bar as per the new UI guidelines.,Medium,In Progress,Eve,2025-06-01,2025-05-14,Refactor
1414,Implement OAuth2,Design a responsive landing page for the new campaign.,Medium,Open,Alice,2025-05-30,2025-04-09,Improvement
1415,Create Unit Tests,Improve the performance of the backend queries.,High,Completed,Alice,2025-03-26,2025-03-21,Feature
1416,Write API Docs,Update the schema to support new user roles and permissions.,Medium,Completed,Charlie,2025-05-16,2025-04-21,Feature
1417,Write API Docs,Design a responsive landing page for the new campaign.,High,Open,Bob,2025-04-17,2025-03-20,Refactor
1418,Fix Login Bug,Update the schema to support new user roles and permissions.,High,Open,Bob,2025-05-27,2025-04-30,Bug
1419,Update Database Schema,Complete the documentation for the public API.,Medium,In Progress,Alice,2025-05-25,2025-04-23,Improvement
1420,Write API Docs,Design a responsive landing page for the new campaign.,High,Completed,Eve,2025-04-25,2025-04-24,Documentation
1421,Write API Docs,Implement secure login using OAuth2 protocol.,Medium,In Progress,Charlie,2025-06-06,2025-05-13,Documentation
1422,Implement OAuth2,Fix alignment and spacing issues on the mobile view.,High,Open,Bob,2025-04-13,2025-04-13,Refactor
1423,Create Unit Tests,Design a responsive landing page for the new campaign.,Low,Completed,Diana,2025-05-22,2025-04-25,Bug
1424,Refactor Codebase,There is a bug preventing users from logging in with valid credentials.,Medium,Completed,Diana,2025-05-11,2025-05-09,Feature
1425,Update Database Schema,Update the schema to support new user roles and permissions.,High,Completed,Diana,2025-05-02,2025-04-21,Documentation
1426,Fix UI Glitches,There is a bug preventing users from logging in with valid credentials.,Medium,Open,Charlie,2025-05-11,2025-03-27,Bug
1427,Fix Login Bug,Design a responsive landing page for the new campaign.,Medium,Completed,Diana,2025-05-30,2025-04-23,Bug
1428,Fix Login Bug,Update the schema to support new user roles and permissions.,Low,Completed,Charlie,2025-06-05,2025-04-02,Refactor
1429,fear,There is a bug preventing users from logging in with valid credentials.,Low,In Progress,Charlie,2025-05-23,2025-05-13,former
1430,Implement OAuth2,Update the schema to support new user roles and permissions.,High,In Progress,Alice,2025-06-02,2025-04-09,Refactor
1431,Design Landing Page,Implement secure login using OAuth2 protocol.,Low,Open,Charlie,2025-04-21,2025-04-12,Refactor
1432,Fix Login Bug,There is a bug preventing users from logging in with valid credentials.,High,Completed,Alice,2025-04-30,2025-03-21,Feature
1433,Implement OAuth2,Fix alignment and spacing issues on the mobile view.,Low,In Progress,Eve,2025-06-09,2025-05-12,Improvement
1434,Implement OAuth2,Update the schema to support new user roles and permissions.,Medium,Open,Alice,2025-06-04,2025-04-27,Improvement
1435,Fix Login Bug,Design a responsive landing page for the new campaign.,Medium,Completed,Bob,2025-06-05,2025-05-09,Bug
1436,Fix Login Bug,Write unit tests for the newly added features.,,painting,Alice,2025-05-03,2025-03-27,
1437,Implement OAuth2,Write unit tests for the newly added features.,Low,Completed,Alice,2025-05-13,2025-04-17,Bug
1438,Design Landing Page,Update the navigation bar as per the new UI guidelines.,High,Open,Diana,2025-05-19,2025-04-30,Bug
1439,Update Database Schema,Complete the documentation for the public API.,High,Open,Eve,2025-05-07,2025-04-03,Documentation
1440,Fix Login Bug,Improve the performance of the backend queries.,Medium,Completed,Alice,2025-05-29,2025-03-25,Feature
1441,Refactor Codebase,Write unit tests for the newly added features.,Low,Open,Diana,2025-06-04,2025-03-22,Bug
1442,Fix UI Glitches,Implement secure login using OAuth2 protocol.,Medium,Open,Charlie,2025-06-10,2025-04-06,Feature
1443,Update Database Schema,Update the navigation bar as per the new UI guidelines.,High,Completed,Charlie,2025-04-01,2025-03-30,Improvement
1444,Create Unit Tests,Write unit tests for the newly added features.,Medium,In Progress,Bob,2025-05-10,2025-05-03,Bug
1445,Fix UI Glitches,Fix alignment and spacing issues on the mobile view.,High,Completed,Eve,2025-05-24,2025-04-23,Documentation
1446,Fix Login Bug,Update the navigation bar as per the new UI guidelines.,Medium,In Progress,Alice,2025-05-12,2025-03-29,Feature
1447,Fix UI Glitches,Implement secure login using OAuth2 protocol.,High,Completed,Diana,2025-03-31,2025-03-16,Feature
1448,Update Database Schema,Write unit tests for the newly added features.,Medium,In Progress,Bob,2025-05-02,2025-04-14,Documentation
1449,Fix UI Glitches,Update the schema to support new user roles and permissions.,High,Completed,Diana,2025-05-11,2025-03-17,Improvement
1450,Create Unit Tests,Complete the documentation for the public API.,Medium,Completed,Charlie,2025-05-10,2025-04-18,Documentation
1451,Refactor Codebase,There is a bug preventing users from logging in with valid credentials.,Low,Open,Bob,2025-06-04,2025-03-17,Refactor
1452,Optimize Backend,Update the navigation bar as per the new UI guidelines.,Low,Open,Charlie,2025-06-06,2025-05-11,Improvement
1453,Update Database Schema,Complete the documentation for the public API.,High,Open,Diana,2025-04-28,2025-04-01,Bug
1454,Implement OAuth2,Design a responsive landing page for the new campaign.,Low,Open,Alice,2025-05-13,2025-03-29,Improvement
1455,Refactor Codebase,Update the schema to support new user roles and permissions.,Medium,Completed,Alice,2025-04-25,2025-04-05,Feature
1456,Write API Docs,Write unit tests for the newly added features.,Low,Open,Diana,2025-05-21,2025-04-15,Documentation
